Nome Azienda,Telefono / Cellulare,Tipo Azienda,Settore,Servizio da Vendere,Prezzo Indicativo,Note Strategiche (Claude),Esito e Note Giulia
Sintoil S.r.l. (Solaro),02 96799075,"Manifattura (legno, arredo, plastica, chimica, tessile, alimentare)",Fabbricazione di altri prodotti in gomma nca,D - gestionale su misura (apertura: indagine di mercato),D: 2.000-2.500 EUR - C: ~2 EUR/dip./mese,"Manifattura (legno, arredo, plastica, chimica, tessile, alimentare) | ATECO 22.19.09 Fabbricazione di altri prodotti in gomma nca | fatturato 3.004.680 EUR (2024) | dipendenti da 20 a 49 | 5 km da Seveso | Via Donatello, 8 - | GANCIO: Ordine di produzione tracciato: dalla conferma alla spedizione in un posto solo | fonte companyreports.it/sintoil-srl-03315960967 | telefono: PG «sintoil» in solaro → Sintoil S.r.l. | Via Donatello, 8 - 20033 Solaro (MI)",
Luma S.r.l. (Solaro),02 9690163,"Manifattura (legno, arredo, plastica, chimica, tessile, alimentare)",Fabbricazione di articoli in materie plastiche,D - gestionale su misura (apertura: indagine di mercato),D: 2.000-2.500 EUR - C: ~2 EUR/dip./mese,"Manifattura (legno, arredo, plastica, chimica, tessile, alimentare) | ATECO 22.2 Fabbricazione di articoli in materie plastiche | fatturato 2.667.660 EUR (2024) | dipendenti da 16 a 19 | 5 km da Seveso | Via Verne Giulio, 0008 - | GANCIO: Ordine di produzione tracciato: dalla conferma alla spedizione in un posto solo | fonte companyreports.it/luma-srl-07479280153 | telefono: PG «luma» in solaro → Luma S.r.l. | Via Dell' Artigiano, 8 - 20033 Solaro (MI)",
Estrallum S.r.l. (Solaro),"02 96799376, 02 96799444",Metalmeccanica e officine,Fabbricazione di prodotti in metallo (esclusi macchinari e attrezzature),D - gestionale su misura (apertura: indagine di mercato),D: 2.000-2.500 EUR - C: ~2 EUR/dip./mese,"Metalmeccanica e officine | ATECO 25 Fabbricazione di prodotti in metallo (esclusi macchinari e attrezzature) | fatturato 2.000.066 EUR (2024) | dipendenti da 10 a 15 | 5 km da Seveso | Via Marco Polo, 18 - | GANCIO: Tracciamento commesse in officina: quale pezzo a che fase, senza girare a chiedere | fonte companyreports.it/estrallum-srl-04077170159 | telefono: PG «estrallum» in solaro → Estrallum S.r.l. | Via Polo Marco, 18 - 20020 Solaro (MI)",
Confezioni Cappello S.r.l. (Solaro),340 0660664,"Manifattura (legno, arredo, plastica, chimica, tessile, alimentare)",Confezione di indumenti da lavoro,D - gestionale su misura (apertura: indagine di mercato),D: 2.000-2.500 EUR - C: ~2 EUR/dip./mese,"Manifattura (legno, arredo, plastica, chimica, tessile, alimentare) | ATECO 14.12 Confezione di indumenti da lavoro | fatturato 1.474.610 EUR (2023) | dipendenti da 6 a 9 | 5 km da Seveso | Via Della Repubblica, 44 - | GANCIO: Ordine di produzione tracciato: dalla conferma alla spedizione in un posto solo | fonte companyreports.it/confezioni-cappello-srl-07777380960 | telefono: PG «confezioni cappello» in solaro → Confezioni Cappello S.r.l. | Via Polo Marco, 12 - 20033 Solaro (MI)",
Attrezzeria Pagliari S.r.l. (Solaro),02 9690427,Metalmeccanica e officine,Fabbricazione di utensileria ad azionamento manuale; Parti intercambiabili per macchine utensili,D - gestionale su misura (apertura: indagine di mercato),D: 2.000-2.500 EUR - C: ~2 EUR/dip./mese,"Metalmeccanica e officine | ATECO 25.73.1 Fabbricazione di utensileria ad azionamento manuale; Parti intercambiabili per macchine utensili | fatturato 1.373.803 EUR (2024) | dipendenti da 6 a 9 | 5 km da Seveso | Via Dell'artigiano, 12 - | GANCIO: Tracciamento commesse in officina: quale pezzo a che fase, senza girare a chiedere | fonte companyreports.it/attrezzeria-pagliari-srl-03764260968 | telefono: PG «attrezzeria pagliari» in solaro → Attrezzeria Pagliari S.r.l. | Via Dell' Artigiano, 18 - 20020 Solaro (MI)",
Snf Italia S.r.l. (Varedo),"0362 361576, 0362 361542","Manifattura (legno, arredo, plastica, chimica, tessile, alimentare)",Fabbricazione di prodotti chimici vari per uso industriale (inclusi i preparati antidetonanti e antigelo),D - gestionale su misura (apertura: indagine di mercato),D: 2.000-2.500 EUR - C: ~2 EUR/dip./mese,"Manifattura (legno, arredo, plastica, chimica, tessile, alimentare) | ATECO 20.59.4 Fabbricazione di prodotti chimici vari per uso industriale (inclusi i preparati antidetonanti e antigelo) | fatturato 53.250.353 EUR (2024) | dipendenti da 20 a 49 | 5.5 km da Seveso | Via Emanuele Orlando, 32 - | GANCIO: Ordine di produzione tracciato: dalla conferma alla spedizione in un posto solo | fonte companyreports.it/snf-italia-srl-07269900580 | telefono: PG «snf» in varedo → Snf Italia S.r.l. | Via Orlando Vittorio Emanuele, 32 - 20814 Varedo (MB)",
Balconi Presseccentriche Spa (Varedo),"0362 5361, 0362 554859, 0362 583646, 0362 536212",Metalmeccanica e officine,Fabbricazione di macchine utensili per la formatura dei metalli,D - gestionale su misura (apertura: indagine di mercato),D: 2.000-2.500 EUR - C: ~2 EUR/dip./mese,"Metalmeccanica e officine | ATECO 28.41 Fabbricazione di macchine utensili per la formatura dei metalli | fatturato 14.770.920 EUR (2024) | dipendenti da 20 a 49 | 5.5 km da Seveso | Via Circonvallazione, 195 - | GANCIO: Interventi e manutenzioni programmate: chi va da chi, con lo storico macchina | fonte companyreports.it/balconi-presseccentriche-spa-00698720158 | telefono: PG «balconi presseccentriche» in varedo → Balconi Presseccentriche S.r.l. | Via Circonvallazione, 195 - 20814 Varedo (MB)",
Torrefazione Varanini S.r.l. (Varedo),0362 543003,"Manifattura (legno, arredo, plastica, chimica, tessile, alimentare)",Lavorazione del caffe',D - gestionale su misura (apertura: indagine di mercato),D: 2.000-2.500 EUR - C: ~2 EUR/dip./mese,"Manifattura (legno, arredo, plastica, chimica, tessile, alimentare) | ATECO 10.83.01 Lavorazione del caffe' | fatturato 8.588.718 EUR (2024) | dipendenti da 10 a 15 | 5.5 km da Seveso | Via Pastrengo, 60 - | GANCIO: Ordine di produzione tracciato: dalla conferma alla spedizione in un posto solo | fonte companyreports.it/torrefazione-varanini-srl-07985590152 | telefono: PG «torrefazione varanini» in varedo → Torrefazione Varanini S.r.l. | Via Pastrengo, 60 - 20814 Varedo (MB)",
Hydronit S.r.l. (Varedo),"0362 543140, 0362 1841210",Metalmeccanica e officine,Fabbricazione di altro materiale meccanico e di altre macchine di impiego generale nca,D - gestionale su misura (apertura: indagine di mercato),D: 2.000-2.500 EUR - C: ~2 EUR/dip./mese,"Metalmeccanica e officine | ATECO 28.29.99 Fabbricazione di altro materiale meccanico e di altre macchine di impiego generale nca | fatturato 7.853.357 EUR (2024) | dipendenti da 20 a 49 | 5.5 km da Seveso | Via Pastrengo, 62 - | GANCIO: Interventi e manutenzioni programmate: chi va da chi, con lo storico macchina | fonte companyreports.it/hydronit-srl-04062040961 | telefono: PG «hydronit» in varedo → Hydronit S.r.l. | Via Pastrengo, 62 - 20814 Varedo (MB)",
Stial S.r.l. (Varedo),0362 583541,Metalmeccanica e officine,"Fucinatura, imbutitura, stampaggio e profilatura dei metalli; Metallurgia delle polveri",D - gestionale su misura (apertura: indagine di mercato),D: 2.000-2.500 EUR - C: ~2 EUR/dip./mese,"Metalmeccanica e officine | ATECO 25.5 Fucinatura, imbutitura, stampaggio e profilatura dei metalli; Metallurgia delle polveri | fatturato 7.771.569 EUR (2023) | dipendenti da 20 a 49 | 5.5 km da Seveso | Via Sondrio, 16 - | GANCIO: Tracciamento commesse in officina: quale pezzo a che fase, senza girare a chiedere | fonte companyreports.it/stial-srl-05068850154 | telefono: PG «stial» in varedo → Stial S.r.l. | Via Sondrio, 16 - 20814 Varedo (MB)",
Oms S.r.l. (Varedo),"0362 544373, 0362 284135",Metalmeccanica e officine,"Fabbricazione di macchine automatiche per la dosatura, la confezione e per l'imballaggio (incluse parti e accessori)",D - gestionale su misura (apertura: indagine di mercato),D: 2.000-2.500 EUR - C: ~2 EUR/dip./mese,"Metalmeccanica e officine | ATECO 28.29.3 Fabbricazione di macchine automatiche per la dosatura, la confezione e per l'imballaggio (incluse parti e accessori) | fatturato 5.500.997 EUR (2024) | dipendenti da 20 a 49 | 5.5 km da Seveso | Via Pavia, 25 - | GANCIO: Interventi e manutenzioni programmate: chi va da chi, con lo storico macchina | fonte companyreports.it/oms-srl-06139370966 | telefono: PG «oms» in varedo → Oms S.r.l. | Via Pavia, 25 - 20814 Varedo (MB)",
Vid S.r.l. (Varedo),0362 580535,Ingrosso e distribuzione,Commercio all'ingrosso di bevande non alcoliche,D - gestionale su misura (apertura: indagine di mercato),D: 2.000-2.500 EUR - C: ~2 EUR/dip./mese,"Ingrosso e distribuzione | ATECO 46.34.2 Commercio all'ingrosso di bevande non alcoliche | fatturato 4.431.977 EUR (2024) | dipendenti da 20 a 49 | 5.5 km da Seveso | Vicolo Corte Del Seveso, 0007 - | GANCIO: Sincronizzazione ordini/magazzino: giacenza vera mentre il cliente e' al telefono | fonte companyreports.it/vid-srl-08113160157 | telefono: PG «vid» in varedo → Vid S.r.l. | Vicolo Corte Seveso, 7 - 20814 Varedo (MB)",
Crucitti S.r.l. (Varedo),"0362 554433, 0362 582737",Ingrosso e distribuzione,Commercio all'ingrosso non specializzato,D - gestionale su misura (apertura: indagine di mercato),D: 2.000-2.500 EUR - C: ~2 EUR/dip./mese,"Ingrosso e distribuzione | ATECO 46.9 Commercio all'ingrosso non specializzato | fatturato 3.098.866 EUR (2024) | dipendenti da 6 a 9 | 5.5 km da Seveso | Via Terni, 27 - | GANCIO: Sincronizzazione ordini/magazzino: giacenza vera mentre il cliente e' al telefono | fonte companyreports.it/crucitti-srl-09025140154 | telefono: PG «crucitti» in varedo → Crucitti S.r.l. | Via Terni, 27 - 20814 Varedo (MB)",
Officina Moda S.r.l. In Liquidazione (Varedo),0362 286132,"Manifattura (legno, arredo, plastica, chimica, tessile, alimentare)",Confezioni varie e accessori per l'abbigliamento,D - gestionale su misura (apertura: indagine di mercato),D: 2.000-2.500 EUR - C: ~2 EUR/dip./mese,"Manifattura (legno, arredo, plastica, chimica, tessile, alimentare) | ATECO 14.19.1 Confezioni varie e accessori per l'abbigliamento | fatturato 2.361.606 EUR (2024) | dipendenti da 20 a 49 | 5.5 km da Seveso | Via Pasubio, 20 - | GANCIO: Ordine di produzione tracciato: dalla conferma alla spedizione in un posto solo | fonte companyreports.it/officina-moda-srl-in-liquidazione-09321920960 | telefono: PG «officina moda» in varedo → Officina Moda S.r.l. | Via Pasubio, 20 - 20814 Varedo (MB)",
Idealtech S.r.l. (Varedo),"0362 543041, 0362 576460",Metalmeccanica e officine,Fabbricazione di altro materiale meccanico e di altre macchine di impiego generale nca,D - gestionale su misura (apertura: indagine di mercato),D: 2.000-2.500 EUR - C: ~2 EUR/dip./mese,"Metalmeccanica e officine | ATECO 28.29.99 Fabbricazione di altro materiale meccanico e di altre macchine di impiego generale nca | fatturato 2.206.693 EUR (2024) | dipendenti da 10 a 15 | 5.5 km da Seveso | Via Sondrio, 11/13 - | GANCIO: Interventi e manutenzioni programmate: chi va da chi, con lo storico macchina | fonte companyreports.it/idealtech-srl-03058520960 | telefono: PG «idealtech» in varedo → Idealtech S.r.l. | Via Sondrio, 11 - 20814 Varedo (MB)",
Laza-ossidazione Anodica Srl (Varedo),0362 544806,Metalmeccanica e officine,Trattamento e rivestimento dei metalli,D - gestionale su misura (apertura: indagine di mercato),D: 2.000-2.500 EUR - C: ~2 EUR/dip./mese,"Metalmeccanica e officine | ATECO 25.61 Trattamento e rivestimento dei metalli | fatturato 1.334.311 EUR (2024) | dipendenti da 10 a 15 | 5.5 km da Seveso | Via Pavia, 17 - | GANCIO: Tracciamento commesse in officina: quale pezzo a che fase, senza girare a chiedere | fonte companyreports.it/laza-ossidazione-anodica-srl-03254190154 | telefono: PG «laza ossidazione anodica» in varedo → Laza Ossidazione Anodica S.r.l. | Via Pavia, 17 - 20814 Varedo (MB)",
Cifra S.r.l. (Verano Brianza),"0362 900493, 0362 992880, 0362 807311","Manifattura (legno, arredo, plastica, chimica, tessile, alimentare)",Fabbricazione di altri articoli tessili tecnici ed industriali,D - gestionale su misura (apertura: indagine di mercato),D: 2.000-2.500 EUR - C: ~2 EUR/dip./mese,"Manifattura (legno, arredo, plastica, chimica, tessile, alimentare) | ATECO 13.96.2 Fabbricazione di altri articoli tessili tecnici ed industriali | fatturato 6.346.020 EUR (2024) | dipendenti da 50 a 99 | 10 km da Seveso | Via Sabbionette, 7 - | GANCIO: Ordine di produzione tracciato: dalla conferma alla spedizione in un posto solo | fonte companyreports.it/cifra-srl-04228370377 | telefono: PG «cifra» in verano brianza → Cifra S.p.a. | Via Sabbionette, 7 - 20843 Verano Brianza (MB)",
